id,tweet,label
6004314210,Swine Flu has arrived at my daughter's kindergarten. 2 cases. & I think I'm getting her eye infection. Next few weeks will be fun. =(,0
6003319713,Getting a little fed up with having (Insert Random Animal) flu. Most depressing.,1
5991525204,Just getting over swine flu.  It must have been the roast pork I ate the other Sunday!,1
5989718714,this flu season is a horrible. everyone is getting sick. makes you dislike winter that much more. winter is not fun when one has a cold.,0
5986621813,so glad @blakewsmith won't be getting the pig flu this season...guess I am on my own,0
5986140306,@saracrow Luck luck. I got mine Friday.  My arm wasn't as sore as years past.  Either I'm getting stronger or the flu is getting weaker.,1
5985417606,"At home. I think I have the stomach flu or something. I woke up, started getting ready for school, and then unfortunately..well you know..",1
5984946706,The swine flu is the only thing Calipari is worried about in Cancun - http://tinyurl.com/yereux6 #kentuckywildcats,0
5932814112,My stomach isn't feeling really good today and i'm gonna be busy at church later playing lasertag. I think i'm getting gastric flu. Boos~ =(,1
5932278302,"i think ive just about gotten over this flu, but still taking it easy tonight getting my c-span on",1
4327686009,@drspectrum: I hope you're not getting the flu!  You need to get lots of rest tonight.,0
5235612004,Working through second kiddo with the flu. Yea!  We all got our flu shots. Should we worry about getting the H1N1 shot?!?!,0
5929960907,in bed with cramps :( coughing and sneezing im getting the flu for sure URGHHH just my luck!!,1
5235366113,"Hopefully getting the seasonal flu shot today if it hasn't run out this time, then rehearsal with Big East as the Who for Halloween.",1
5926793900,RT @DEEJAYKINGMIDAS: I DONT KNOW  IS WHICH ONE SWINE FLU OR BIRD FLU BUT MI FEEL FUCK UP =))))))))))) lol,1
5926297601,"don't worry it's not swine flu, i already got the shot against it like 3 weeks ago.",1
5924934513,apparently little kid and big little kid are getting the flu - again. Just in time for us to be packing to move. Good thing DH has week off,0
5234564007,"Trying to decide whether or not to get the H1N1 flu vaccine today....Worried it might make me sick, worried I might get sick without it.",1
5924620503,Oh yay! Getting chippy food for dinner. I'm getting a pizza supper. Maybe the grease will eat my flu bug ^_^,1
5923839812,Just returned from the Doctors. They clearly were thinking I had swine flu.. I actually have bronchitis.,0
5922861314,It was a Robitussin Nighttime Cold & Flu kind of night. I think I may be getting a cold. Tell my nose breathing isn't optional. Poo...,1
5234253313,"@Stephypbaybe how that sucks, how u dnt have the flu, its getting around fast right now. hope it goes well for u :)",0
5234220406,The Hosp. called Elijah has the swine flu. omg Now I'm so scared,0
5234183214,"@Jah423 I blame marissa lol. Pple getting the flu after just being around her. Aaron automatically got sick,juanita with her flu,me with my",0
5233811803,"RT @AdamWSYX6: Getting my seasonal flu shot today, first one ever. And going in early for H1N1 clinic story.  Expect lines.",1
5233654812,"what is up with my boy?  This morning I thought he had the flu, now at 1pm he wants breakfast!  Thinking we'll start with some toast for now",0
5922229214,so yeah.. myheads killin me:/ and I think im getting the flu...hope it isn't the swine flu :x,1
5233273713,"thank you everyone who responded to the poll! apparently, the majority is not planning on getting the H1N1 flu shot.",0
3872941402,jesus christ all the EGM/1Up people are getting swine flu D; Worst day ever.,0
5918860304,"Getting better,no more piggy flu 4 me,It was nasty, dont wish it on anyone.Ppl wash ur hands and use the hand sanitizer,TRUST ME",1
5232314908,Sore throat and a runny nose... think I'm getting sick! This isn't supposed to happen when I get the flu shot!,1
5916662502,My flu is NOT going away!!!!! Its NOT even getting any better!!! I feel awful :(,1
5916059500,I have a cold and a fever and swine flu is getting a little too close to home for my liking.,1
5915722210,"Meanwhile, I sat home alone worried and still trying to recover from my bout with the flu. fml",1
5915242910,Getting over the shortest bout of flu ever,1
5231304213,@sarahshum Ugh. I'm getting a flu shot (hopefully) in about half an hour. :( Sorry yours is being ugly!,1
4317760800,"Recovering from possible flu - I'm so behind the times, it was probably Bird Flu.",0
5912340611,"@MarisaMir Chemo day, plus getting fitted for radiation masks now, ugh. I have been pretty sick though lately with flu and fevers too. Yuck!",1
5909190502,I hope this isn't the pig flu. Two and half days in bed and still no real signs of truely getting better :(,1
5908424206,"is down with a cold. To be clear, I was already feeling sick before getting the H1N1 and seasonal flu shots.",1
5908210907,"@Indianadelae last time I felt like I was getting the flu, I felt bad for a day, then woke up fine the next.  Hoping that happens again!!!",1
5229704707,"H1N1 flu is RAMPANT in Nagasaki. Holy crap. 70 kids at friend's school got it. I'm legit worried, esp since I got a fever/throat probs...",0
5227919214,My throat has that horrible half sore feeling like when you're getting sick. NO FLU!!,1
5905662005,@chrispirillo bird flu I guess,0
5903014014,this flu is getting worst :(,1
5900297914,"@SiHawkings You like Christmas then? I'll send positive energy your way :) It seems like I'm finally getting rid of flu and bronchitis, YAY!",0
5225053106,I think Im getting flu soon.,1
5894317109,Getting my h1n1 vaccine today. No swine flu for me!,1
5224193408,"@stephenfry Hope all went well last night and Mark recovers from Swine flu, dont worry it only lasts a weeeeeeeeek (piggy squeal)x",0
5222838706,muh. if I am getting sick and it's not swine flu I am going to be SO PISSED.,1
5222406214,is unsure about all this talk of vaccinations... def NOT getting the flu one,0
5222389802,RT@Cliffdoggydog Getting the flu shot?...Read this nice little review of the H1N1 vaccine first: http://bit.ly/2nMqYN,0
5890535102,"@clairebeeler She was getting off the potty and fell face first into the step stool!  It is CRAZY BAD this morning, YIKES!  & J has the flu!",0
5889969204,"Hello @ohaiiDavid I worried about swine flu, I more worried about mongoose flu, symptoms are extreme stench",1
4618036005,I either ate some bad pork or I am getting the flu. Tummy Not feeling good.,1
5885442313,@SarahMaginnis yes. Both my girls have already had it and it was very mild - just a high temp for 1-2 days. Would be worried if flu....,1
5221168513,I was just evaluated... Next I will get the Swine Flu test! I'm scared. = /,1
5221016506,"feels like crap, think im getting sick, hope its just the flu and nothing more...",1
5220739007,"So for those who are worried about Swine Flu vaccine, I took mine today and feel no side effects at all. If I die I will send you a tweet.",0
5219671900,Fuck this better not be pneumonia!! I'm just getting over the swine flu!! I hate you Brandon!,1
5219649114,"@perlmunger All the cool kids are getting swine flu, but according to the resident Dr. Mom I only have regular flu. Missing all you NScoders",1
5219633708,"Getting over the worse part of a flu virus, going to bed.  Not sure if I'll be going to school tomorrow or not.",1
5219476705,getting my swine flu (H1N1 for you scientific folk) immunization tomorrow,1
5219382113,"I dont feel great, hope im not getting the flu.",1
5219203507,@DonnieWahlberg Are you getting your Swine flu shot? I can't decide what to do for me and my boys.,1
5216391810,"sitting on the couch, watching ""It's the Great Pumpkin Charlie Brown,"" afraid I have flu-like symptoms.",1
